id,UBX-NAV-PVT:lon,UBX-NAV-PVT:lat,UBX-NAV-PVT:height,UBX-NAV-PVT:pDOP,UBX-NAV-PVT:year,UBX-NAV-PVT:month,UBX-NAV-PVT:day,UBX-NAV-PVT:hour,UBX-NAV-PVT:min,UBX-NAV-PVT:sec
935,-17655743,537904607,209019,254,2022,11,14,14,49,1
936,-17655549,537904617,209818,254,2022,11,14,14,49,2
937,-17655530,537904629,209786,254,2022,11,14,14,49,3
938,-17655482,537904653,209774,254,2022,11,14,14,49,4
939,-17655349,537904660,210320,254,2022,11,14,14,49,5
940,-17655073,537904686,211356,254,2022,11,14,14,49,6
941,-17655077,537904715,211044,254,2022,11,14,14,49,7
942,-17655113,537904736,210703,254,2022,11,14,14,49,8
943,-17655131,537904757,210403,254,2022,11,14,14,49,9
944,-17655026,537904785,210622,254,2022,11,14,14,49,10
945,-17655096,537904772,210456,254,2022,11,14,14,49,11
946,-17655051,537904775,210700,254,2022,11,14,14,49,12
947,-17655042,537904783,210734,254,2022,11,14,14,49,13
948,-17655083,537904802,210429,254,2022,11,14,14,49,14
949,-17655117,537904835,210017,254,2022,11,14,14,49,15
950,-17655090,537904839,210200,254,2022,11,14,14,49,16
951,-17655064,537904858,210200,254,2022,11,14,14,49,17
952,-17655140,537904854,209955,254,2022,11,14,14,49,18
953,-17655174,537904842,210010,254,2022,11,14,14,49,19
954,-17655283,537904853,209499,254,2022,11,14,14,49,20
955,-17655382,537904840,209293,254,2022,11,14,14,49,21
956,-17655247,537904880,209632,254,2022,11,14,14,49,22
957,-17655321,537904874,209423,254,2022,11,14,14,49,23
958,-17655254,537904878,209800,254,2022,11,14,14,49,24
959,-17655200,537904887,210070,254,2022,11,14,14,49,25
960,-17655125,537904895,210453,254,2022,11,14,14,49,26
961,-17655142,537904886,210541,254,2022,11,14,14,49,27
962,-17655143,537904897,210432,254,2022,11,14,14,49,28
963,-17655056,537904910,210681,254,2022,11,14,14,49,29
964,-17655055,537904917,210576,254,2022,11,14,14,49,30
965,-17655082,537904917,210406,254,2022,11,14,14,49,31
966,-17655142,537904907,210167,254,2022,11,14,14,49,32
967,-17655047,537904910,210466,254,2022,11,14,14,49,33
968,-17655024,537904898,210572,254,2022,11,14,14,49,34
969,-17655085,537904876,210366,254,2022,11,14,14,49,35
970,-17655304,537904865,209298,254,2022,11,14,14,49,36
971,-17655323,537904851,209182,254,2022,11,14,14,49,37
972,-17655313,537904823,209332,254,2022,11,14,14,49,38
973,-17655464,537904807,208608,254,2022,11,14,14,49,39
974,-17655541,537904775,208413,254,2022,11,14,14,49,40
975,-17655661,537904738,208025,254,2022,11,14,14,49,41
976,-17655718,537904690,208097,254,2022,11,14,14,49,42
977,-17655907,537904648,207488,254,2022,11,14,14,49,43
978,-17655943,537904582,207890,254,2022,11,14,14,49,44
979,-17656058,537904562,207502,254,2022,11,14,14,49,45
980,-17656057,537904527,207858,254,2022,11,14,14,49,46
981,-17656114,537904497,207869,254,2022,11,14,14,49,47
982,-17656157,537904458,208015,254,2022,11,14,14,49,48
983,-17656362,537904446,207126,254,2022,11,14,14,49,49
984,-17656451,537904417,206962,254,2022,11,14,14,49,50
985,-17656566,537904394,206617,254,2022,11,14,14,49,51
986,-17656607,537904357,206734,254,2022,11,14,14,49,52
987,-17656715,537904331,206464,254,2022,11,14,14,49,53
988,-17656767,537904296,206554,254,2022,11,14,14,49,54
989,-17656790,537904259,206782,254,2022,11,14,14,49,55
990,-17656971,537904251,205945,254,2022,11,14,14,49,56
991,-17657004,537904227,206001,254,2022,11,14,14,49,57
992,-17657106,537904214,205586,254,2022,11,14,14,49,58
993,-17657156,537904213,205308,254,2022,11,14,14,49,59
994,-17657238,537904219,204831,254,2022,11,14,14,50,0
995,-17657216,537904209,204984,254,2022,11,14,14,50,1
996,-17657096,537904193,205643,254,2022,11,14,14,50,2
997,-17657050,537904173,206032,254,2022,11,14,14,50,3
998,-17656919,537904149,206853,254,2022,11,14,14,50,4
999,-17657053,537904146,206210,254,2022,11,14,14,50,5
1000,-17657232,537904148,205298,254,2022,11,14,14,50,6
1001,-17657388,537904126,204764,254,2022,11,14,14,50,7
1002,-17657295,537904097,205456,254,2022,11,14,14,50,8
1003,-17657267,537904098,205526,254,2022,11,14,14,50,9
1004,-17657220,537904087,205812,254,2022,11,14,14,50,10
1005,-17657189,537904080,205973,254,2022,11,14,14,50,11
1006,-17657183,537904060,206174,254,2022,11,14,14,50,12
1007,-17657266,537904029,206088,254,2022,11,14,14,50,13
1008,-17657313,537904033,205797,254,2022,11,14,14,50,14
1009,-17657295,537904015,206086,254,2022,11,14,14,50,15
1010,-17657322,537904014,205972,254,2022,11,14,14,50,16
1011,-17657322,537903989,206226,254,2022,11,14,14,50,17
1012,-17657208,537903989,206763,254,2022,11,14,14,50,18
1013,-17657224,537903990,206694,254,2022,11,14,14,50,19
1014,-17657177,537903993,206906,254,2022,11,14,14,50,20
1015,-17657112,537904025,206852,254,2022,11,14,14,50,21
1016,-17657141,537904022,206792,254,2022,11,14,14,50,22
1017,-17656998,537904039,207265,254,2022,11,14,14,50,23
1018,-17657020,537904045,207098,254,2022,11,14,14,50,24
1019,-17657018,537904030,207280,254,2022,11,14,14,50,25
1020,-17657009,537904028,207366,254,2022,11,14,14,50,26
1021,-17656882,537904032,207931,254,2022,11,14,14,50,27
1022,-17656809,537904033,208275,254,2022,11,14,14,50,28
1023,-17656836,537904045,208011,254,2022,11,14,14,50,29
1024,-17656841,537904030,208128,254,2022,11,14,14,50,30
1025,-17656747,537904046,208366,3557,2022,11,14,14,50,31
1026,-17656770,537904034,208358,254,2022,11,14,14,50,32
1027,-17656587,537904018,209362,254,2022,11,14,14,50,33
1028,-17656582,537904011,209433,254,2022,11,14,14,50,34
1029,-17656617,537903996,209431,254,2022,11,14,14,50,35
1030,-17656776,537904003,208634,254,2022,11,14,14,50,36
1031,-17656743,537904005,208774,254,2022,11,14,14,50,37
1032,-17656706,537904009,208926,254,2022,11,14,14,50,38
1033,-17656672,537904018,209034,3558,2022,11,14,14,50,39
1034,-17656706,537904007,209029,3558,2022,11,14,14,50,40
1035,-17656580,537904034,209347,3558,2022,11,14,14,50,41
1036,-17656528,537904045,209506,3558,2022,11,14,14,50,42
1037,-17656471,537904055,209719,3559,2022,11,14,14,50,43
1038,-17656578,537904027,209580,254,2022,11,14,14,50,44
1039,-17656651,537904005,209521,254,2022,11,14,14,50,45
1040,-17656519,537903988,210363,254,2022,11,14,14,50,46
1041,-17656492,537903994,210473,254,2022,11,14,14,50,47
1042,-17656423,537904006,210721,254,2022,11,14,14,50,48
1043,-17656357,537904008,211082,254,2022,11,14,14,50,49
1044,-17656413,537903998,211032,254,2022,11,14,14,50,50
1045,-17656490,537903981,210967,254,2022,11,14,14,50,51
1046,-17656773,537903988,209700,254,2022,11,14,14,50,52
1047,-17656881,537903966,209509,254,2022,11,14,14,50,53
1048,-17657012,537903942,209262,254,2022,11,14,14,50,54
1049,-17657022,537903900,209743,254,2022,11,14,14,50,55
1050,-17657198,537903866,209383,254,2022,11,14,14,50,56
1051,-17657394,537903829,208982,253,2022,11,14,14,50,57
1052,-17657650,537903794,208267,253,2022,11,14,14,50,58
1053,-17657880,537903753,207720,253,2022,11,14,14,50,59
1054,-17658073,537903716,207262,253,2022,11,14,14,51,0
1055,-17658277,537903675,206787,3561,2022,11,14,14,51,1
1056,-17658481,537903637,206306,3561,2022,11,14,14,51,2
1057,-17658868,537903618,204774,253,2022,11,14,14,51,3
1058,-17659099,537903587,204064,253,2022,11,14,14,51,4
1059,-17659333,537903553,203362,253,2022,11,14,14,51,5
1060,-17659506,537903518,202916,253,2022,11,14,14,51,6
1061,-17659696,537903483,202425,253,2022,11,14,14,51,7
1062,-17659650,537903422,203279,253,2022,11,14,14,51,8
1063,-17659817,537903391,202820,253,2022,11,14,14,51,9
1064,-17659955,537903364,202432,253,2022,11,14,14,51,10
1065,-17660064,537903342,202153,3562,2022,11,14,14,51,11
1066,-17660172,537903320,201824,3562,2022,11,14,14,51,12
1067,-17660203,537903310,201733,253,2022,11,14,14,51,13
1068,-17660229,537903301,201656,253,2022,11,14,14,51,14
1069,-17660124,537903278,202305,253,2022,11,14,14,51,15
1070,-17660137,537903273,202215,253,2022,11,14,14,51,16
1071,-17660147,537903271,202151,253,2022,11,14,14,51,17
1072,-17660301,537903285,201223,253,2022,11,14,14,51,18
1073,-17660308,537903282,201164,253,2022,11,14,14,51,19
1074,-17660310,537903281,201064,253,2022,11,14,14,51,20
1075,-17660308,537903278,200998,3563,2022,11,14,14,51,21
1076,-17660429,537903293,200220,253,2022,11,14,14,51,22
1077,-17660286,537903274,201015,253,2022,11,14,14,51,23
1078,-17660574,537903313,199211,253,2022,11,14,14,51,24
1079,-17660470,537903303,199755,253,2022,11,14,14,51,25
1080,-17660472,537903310,199603,253,2022,11,14,14,51,26
1081,-17660528,537903327,199140,253,2022,11,14,14,51,27
1082,-17660431,537903319,199659,253,2022,11,14,14,51,28
1083,-17660481,537903330,199295,253,2022,11,14,14,51,29
1084,-17660644,537903351,198314,253,2022,11,14,14,51,30
1085,-17660771,537903364,197605,253,2022,11,14,14,51,31
1086,-17660834,537903355,197399,253,2022,11,14,14,51,32
1087,-17660928,537903345,197051,253,2022,11,14,14,51,33
1088,-17660987,537903319,197037,253,2022,11,14,14,51,34
1089,-17661113,537903294,196714,253,2022,11,14,14,51,35
1090,-17661265,537903257,196445,253,2022,11,14,14,51,36
1091,-17661348,537903202,196688,253,2022,11,14,14,51,37
1092,-17661465,537903152,196709,253,2022,11,14,14,51,38
1093,-17661687,537903091,196384,253,2022,11,14,14,51,39
1094,-17661921,537903042,195934,253,2022,11,14,14,51,40
1095,-17662029,537902983,196114,253,2022,11,14,14,51,41
1096,-17662186,537902940,195927,253,2022,11,14,14,51,42
1097,-17662394,537902913,195366,253,2022,11,14,14,51,43
1098,-17662519,537902885,195113,253,2022,11,14,14,51,44
1099,-17662634,537902862,194856,253,2022,11,14,14,51,45
1100,-17662642,537902826,195232,253,2022,11,14,14,51,46
1101,-17662747,537902810,194958,253,2022,11,14,14,51,47
1102,-17662752,537902784,195244,253,2022,11,14,14,51,48
1103,-17662802,537902766,195246,253,2022,11,14,14,51,49
1104,-17662722,537902731,196017,253,2022,11,14,14,51,50
1105,-17662774,537902719,195945,253,2022,11,14,14,51,51
1106,-17662807,537902699,196045,253,2022,11,14,14,51,52
1107,-17662900,537902691,195741,253,2022,11,14,14,51,53
1108,-17662961,537902684,195579,253,2022,11,14,14,51,54
1109,-17662864,537902653,196375,253,2022,11,14,14,51,55
1110,-17662918,537902644,196205,253,2022,11,14,14,51,56
1111,-17663016,537902642,195757,253,2022,11,14,14,51,57
1112,-17663035,537902630,195802,253,2022,11,14,14,51,58
1113,-17663029,537902611,195991,253,2022,11,14,14,51,59
1114,-17663026,537902599,196092,253,2022,11,14,14,52,0
1115,-17663081,537902566,196009,253,2022,11,14,14,52,4
1116,-17663106,537902560,195911,253,2022,11,14,14,52,5
1117,-17663143,537902559,195712,253,2022,11,14,14,52,6
1118,-17663142,537902558,195712,9999,2022,11,14,14,52,6
1119,-17663142,537902558,195712,9999,2022,11,14,14,52,8
1120,-17663142,537902558,195712,9999,2022,11,14,14,52,11
1121,-17663142,537902558,195712,9999,2022,11,14,14,52,12
1122,-17663142,537902558,195712,9999,2022,11,14,14,52,14
1123,-17663142,537902558,195712,9999,2022,11,14,14,52,15
1124,-17663142,537902558,195712,9999,2022,11,14,14,52,17
1125,-17663142,537902558,195712,9999,2022,11,14,14,52,18
1126,-17663142,537902558,195712,9999,2022,11,14,14,52,19
1127,-17663142,537902558,195712,9999,2022,11,14,14,52,21
1128,-17663142,537902558,195712,9999,2022,11,14,14,52,22
1129,-17663142,537902558,195712,9999,2022,11,14,14,52,23
1130,-17657643,537904313,194090,262,2022,11,14,14,56,53
1131,-17657417,537904352,194089,9999,2022,11,14,14,56,54
1132,-17657192,537904391,194088,9999,2022,11,14,14,56,55
1133,-17656966,537904430,194086,9999,2022,11,14,14,56,56
1134,-17656741,537904469,194085,9999,2022,11,14,14,56,57
1135,-17656515,537904507,194083,9999,2022,11,14,14,56,58
1136,-17656290,537904546,194082,9999,2022,11,14,14,56,59
1137,-17656064,537904585,194081,9999,2022,11,14,14,57,0
1138,-17655839,537904624,194079,9999,2022,11,14,14,57,1
1139,-17655613,537904663,194078,9999,2022,11,14,14,57,2
1140,-17655388,537904701,194077,9999,2022,11,14,14,57,3
1141,-17655162,537904740,194075,9999,2022,11,14,14,57,5
1142,-17655162,537904740,194075,9999,2022,11,14,14,57,7
1143,-17655162,537904740,194075,9999,2022,11,14,14,57,8
1144,-17655162,537904740,194075,9999,2022,11,14,14,57,10
1145,-17655162,537904740,194075,9999,2022,11,14,14,57,11
1146,-17655162,537904740,194075,9999,2022,11,14,14,57,12
1147,-17655162,537904740,194075,9999,2022,11,14,14,57,13
1148,-17655162,537904740,194075,9999,2022,11,14,14,57,14
1149,-17655162,537904740,194075,9999,2022,11,14,14,57,15
1150,-17655162,537904740,194075,9999,2022,11,14,14,57,16
1151,-17655162,537904740,194075,9999,2022,11,14,14,57,17
1152,-17655162,537904740,194075,9999,2022,11,14,14,57,18
1153,-17655162,537904740,194075,9999,2022,11,14,14,57,19
1154,-17655162,537904740,194075,9999,2022,11,14,14,57,22
1155,-17655162,537904740,194075,9999,2022,11,14,14,57,23
1156,-17655162,537904740,194075,9999,2022,11,14,14,57,24
1157,-17655162,537904740,194075,9999,2022,11,14,14,57,25
1158,-17662746,537903676,195712,263,2022,11,14,14,57,26
1159,-17662642,537903724,195733,263,2022,11,14,14,57,27
1160,-17662953,537903669,195423,263,2022,11,14,14,57,28
1161,-17663010,537903648,195335,263,2022,11,14,14,57,29
1162,-17663341,537903587,195160,263,2022,11,14,14,57,30
1163,-17663461,537903562,195358,263,2022,11,14,14,57,31
1164,-17663442,537903569,195688,263,2022,11,14,14,57,32
1165,-17663422,537903573,195828,263,2022,11,14,14,57,33
1166,-17663394,537903566,195727,263,2022,11,14,14,57,34
1167,-17663316,537903571,196021,263,2022,11,14,14,57,35
1168,-17663243,537903573,195969,263,2022,11,14,14,57,36
1169,-17663136,537903584,196045,263,2022,11,14,14,57,37
1170,-17663027,537903597,196100,263,2022,11,14,14,57,38
1171,-17662904,537903616,196159,263,2022,11,14,14,57,39
1172,-17662555,537903675,196593,263,2022,11,14,14,57,41
1173,-17662396,537903701,196236,263,2022,11,14,14,57,42
1174,-17662251,537903722,196541,263,2022,11,14,14,57,43
1175,-17662095,537903744,196769,263,2022,11,14,14,57,44
1176,-17661984,537903758,196945,263,2022,11,14,14,57,45
1177,-17661866,537903774,196852,263,2022,11,14,14,57,46
1178,-17661789,537903783,196505,263,2022,11,14,14,57,47
1179,-17661721,537903794,196465,263,2022,11,14,14,57,48
1180,-17661671,537903804,196841,263,2022,11,14,14,57,49
1181,-17661646,537903808,196768,263,2022,11,14,14,57,50
1182,-17661624,537903810,196829,263,2022,11,14,14,57,51
1183,-17661608,537903813,196477,263,2022,11,14,14,57,52
1184,-17661599,537903818,196546,264,2022,11,14,14,57,53
1185,-17661584,537903823,196682,264,2022,11,14,14,57,54
1186,-17661577,537903828,196270,264,2022,11,14,14,57,55
1187,-17661455,537903858,196476,264,2022,11,14,14,57,58
1188,-17661428,537903867,196851,264,2022,11,14,14,57,59
1189,-17661420,537903872,196959,264,2022,11,14,14,58,0
1190,-17661401,537903880,196954,264,2022,11,14,14,58,1
1191,-17661269,537903904,196939,264,2022,11,14,14,58,2
1192,-17661169,537903924,196774,264,2022,11,14,14,58,3
1193,-17661030,537903952,196676,264,2022,11,14,14,58,4
1194,-17660857,537903984,196517,264,2022,11,14,14,58,5
1195,-17660798,537903998,196673,264,2022,11,14,14,58,6
1196,-17660743,537904012,196656,264,2022,11,14,14,58,7
1197,-17660639,537904034,196440,264,2022,11,14,14,58,8
1198,-17660559,537904048,196440,9999,2022,11,14,14,58,9
1199,-17660479,537904062,196440,9999,2022,11,14,14,58,10
1200,-17660399,537904076,196440,9999,2022,11,14,14,58,11
1201,-17660319,537904091,196440,9999,2022,11,14,14,58,12
1202,-17660239,537904105,196440,9999,2022,11,14,14,58,13
1203,-17660160,537904119,196440,9999,2022,11,14,14,58,14
1204,-17660080,537904133,196440,9999,2022,11,14,14,58,15
1205,-17660000,537904147,196440,9999,2022,11,14,14,58,16
1206,-17659840,537904176,196440,9999,2022,11,14,14,58,18
1207,-17659760,537904190,196440,9999,2022,11,14,14,58,19
1208,-17659760,537904190,196440,9999,2022,11,14,14,58,22
1209,-17659760,537904190,196440,9999,2022,11,14,14,58,23
1210,-17659760,537904190,196440,9999,2022,11,14,14,58,24
1211,-17659760,537904190,196440,9999,2022,11,14,14,58,25
1212,-17659760,537904190,196440,9999,2022,11,14,14,58,26
1213,-17659760,537904190,196440,9999,2022,11,14,14,58,27
1214,-17659760,537904190,196440,9999,2022,11,14,14,58,28
1215,-17659760,537904190,196440,9999,2022,11,14,14,58,29
1216,-17659760,537904190,196440,9999,2022,11,14,14,58,30
1217,-17664535,537903142,195712,265,2022,11,14,14,58,31
1218,-17664808,537903049,195515,265,2022,11,14,14,58,32
1219,-17665010,537903008,195329,265,2022,11,14,14,58,33
1220,-17665277,537902972,195316,265,2022,11,14,14,58,34
1221,-17665770,537902879,195112,265,2022,11,14,14,58,35
1222,-17666163,537902814,195279,265,2022,11,14,14,58,36
1223,-17666441,537902772,195616,265,2022,11,14,14,58,37
1224,-17667042,537902687,195347,265,2022,11,14,14,58,40
1225,-17666891,537902719,195328,265,2022,11,14,14,58,41
1226,-17666930,537902703,195233,265,2022,11,14,14,58,44
1227,-17667184,537902660,195453,265,2022,11,14,14,58,45
1228,-17667016,537902692,195448,265,2022,11,14,14,58,47
1229,-17667130,537902673,195575,265,2022,11,14,14,58,48
1230,-17667013,537902691,195468,265,2022,11,14,14,58,49
1231,-17667000,537902696,195374,265,2022,11,14,14,58,50
1232,-17666829,537902730,195564,265,2022,11,14,14,58,51
1233,-17666789,537902741,195436,265,2022,11,14,14,58,52
1234,-17666068,537902875,195269,265,2022,11,14,14,58,55
1235,-17665735,537902933,195249,265,2022,11,14,14,58,56
1236,-17665467,537902986,195387,265,2022,11,14,14,58,58
1237,-17665248,537903023,195257,265,2022,11,14,14,58,59
1238,-17665033,537903064,195442,265,2022,11,14,14,59,0
1239,-17664815,537903106,195293,265,2022,11,14,14,59,1
1240,-17664599,537903144,195109,265,2022,11,14,14,59,2
1241,-17664433,537903176,195243,265,2022,11,14,14,59,3
1242,-17663929,537903271,194991,265,2022,11,14,14,59,6
1243,-17663724,537903308,194781,266,2022,11,14,14,59,7
1244,-17663727,537903310,194797,266,2022,11,14,14,59,8
1245,-17663549,537903343,194715,266,2022,11,14,14,59,9
1246,-17663337,537903381,194715,266,2022,11,14,14,59,10
1247,-17663079,537903426,194340,266,2022,11,14,14,59,13
1248,-17662935,537903450,194014,266,2022,11,14,14,59,14
1249,-17662647,537903494,194227,266,2022,11,14,14,59,16
1250,-17662595,537903501,194172,266,2022,11,14,14,59,18
1251,-17662299,537903552,194428,266,2022,11,14,14,59,19
1252,-17662165,537903575,194550,266,2022,11,14,14,59,20
1253,-17662036,537903596,194342,266,2022,11,14,14,59,21
1254,-17661932,537903613,194175,266,2022,11,14,14,59,22
1255,-17661767,537903641,194248,266,2022,11,14,14,59,23
1256,-17661655,537903661,194321,266,2022,11,14,14,59,24
1257,-17661425,537903701,194246,266,2022,11,14,14,59,25
1258,-17661222,537903736,194440,266,2022,11,14,14,59,26
1259,-17661078,537903762,194359,266,2022,11,14,14,59,27
1260,-17660878,537903797,194169,266,2022,11,14,14,59,28
1261,-17660753,537903820,194311,266,2022,11,14,14,59,29
1262,-17660587,537903849,194344,266,2022,11,14,14,59,30
1263,-17660462,537903872,194230,266,2022,11,14,14,59,31
1264,-17660430,537903878,194580,266,2022,11,14,14,59,32
1265,-17660274,537903907,194707,266,2022,11,14,14,59,33
1266,-17660240,537903915,194562,266,2022,11,14,14,59,34
1267,-17660118,537903938,194923,266,2022,11,14,14,59,35
1268,-17660014,537903958,194900,266,2022,11,14,14,59,36
1269,-17659984,537903965,194706,266,2022,11,14,14,59,37
1270,-17660018,537903959,194510,266,2022,11,14,14,59,38
1271,-17659902,537903981,194584,266,2022,11,14,14,59,39
1272,-17659821,537903990,194552,266,2022,11,14,14,59,40
1273,-17659694,537904011,194710,266,2022,11,14,14,59,41
1274,-17659638,537904023,194735,267,2022,11,14,14,59,42
1275,-17659532,537904042,194925,267,2022,11,14,14,59,43
1276,-17659475,537904054,194869,267,2022,11,14,14,59,44
1277,-17659419,537904067,194918,267,2022,11,14,14,59,45
1278,-17659434,537904069,195021,267,2022,11,14,14,59,46
1279,-17659377,537904083,194899,267,2022,11,14,14,59,47
1280,-17659178,537904122,194938,267,2022,11,14,14,59,48
1281,-17659060,537904144,195144,267,2022,11,14,14,59,49
1282,-17658910,537904171,195212,267,2022,11,14,14,59,50
1283,-17658765,537904197,195285,267,2022,11,14,14,59,51
1284,-17658711,537904210,195849,267,2022,11,14,14,59,52
1285,-17658560,537904239,195763,267,2022,11,14,14,59,53
1286,-17658488,537904255,195717,267,2022,11,14,14,59,54
1287,-17658524,537904254,195669,267,2022,11,14,14,59,55
1288,-17658383,537904281,195596,267,2022,11,14,14,59,56
1289,-17658284,537904302,195608,267,2022,11,14,14,59,57
1290,-17658260,537904309,196078,267,2022,11,14,14,59,58
1291,-17658239,537904316,195983,267,2022,11,14,14,59,59
1292,-17658283,537904314,195895,267,2022,11,14,15,0,0
1293,-17658138,537904343,195743,267,2022,11,14,15,0,1
1294,-17658016,537904368,196026,267,2022,11,14,15,0,2
1295,-17658015,537904370,195898,267,2022,11,14,15,0,3
1296,-17657872,537904399,195855,267,2022,11,14,15,0,4
1297,-17657904,537904397,195965,267,2022,11,14,15,0,5
1298,-17657823,537904414,196057,267,2022,11,14,15,0,6
1299,-17657946,537904395,195607,267,2022,11,14,15,0,7
1300,-17657843,537904418,196204,267,2022,11,14,15,0,8
1301,-17657829,537904424,196151,267,2022,11,14,15,0,9
1302,-17657830,537904427,195920,267,2022,11,14,15,0,10
1303,-17657824,537904431,195994,267,2022,11,14,15,0,11
1304,-17657868,537904425,195926,267,2022,11,14,15,0,12
1305,-17657737,537904449,196295,267,2022,11,14,15,0,13
1306,-17657925,537904419,196463,267,2022,11,14,15,0,14
1307,-17658007,537904409,196560,267,2022,11,14,15,0,15
1308,-17658006,537904411,196612,267,2022,11,14,15,0,16
1309,-17657978,537904417,196516,268,2022,11,14,15,0,17
1310,-17658008,537904416,196687,268,2022,11,14,15,0,18
1311,-17657878,537904442,196966,268,2022,11,14,15,0,19
1312,-17657734,537904469,196450,268,2022,11,14,15,0,20
1313,-17657726,537904471,196642,268,2022,11,14,15,0,21
1314,-17657735,537904472,196586,268,2022,11,14,15,0,22
1315,-17657615,537904496,196548,268,2022,11,14,15,0,23
1316,-17657583,537904504,196365,268,2022,11,14,15,0,24
1317,-17657509,537904519,196461,268,2022,11,14,15,0,25
1318,-17657507,537904522,196664,268,2022,11,14,15,0,26
1319,-17657428,537904536,196820,268,2022,11,14,15,0,27
1320,-17657325,537904555,197105,268,2022,11,14,15,0,28
1321,-17657261,537904566,197107,268,2022,11,14,15,0,29
1322,-17657314,537904559,196732,268,2022,11,14,15,0,30
1323,-17657334,537904557,196721,268,2022,11,14,15,0,31
1324,-17657186,537904585,196948,268,2022,11,14,15,0,32
1325,-17657093,537904604,196837,268,2022,11,14,15,0,33
1326,-17656739,537904671,196578,268,2022,11,14,15,0,35
1327,-17656684,537904685,196727,268,2022,11,14,15,0,36
1328,-17656565,537904708,196812,268,2022,11,14,15,0,37
1329,-17656438,537904733,196928,268,2022,11,14,15,0,38
1330,-17656313,537904759,197031,268,2022,11,14,15,0,39
1331,-17656256,537904775,197028,268,2022,11,14,15,0,40
1332,-17655892,537904852,196649,268,2022,11,14,15,0,43
1333,-17655810,537904870,196762,268,2022,11,14,15,0,44
1334,-17655948,537904851,196316,268,2022,11,14,15,0,46
1335,-17655566,537904920,196512,268,2022,11,14,15,0,47
1336,-17655372,537904957,196491,268,2022,11,14,15,0,48
1337,-17655539,537904931,196641,268,2022,11,14,15,0,49
1338,-17655584,537904925,196526,268,2022,11,14,15,0,50
1339,-17655592,537904925,196741,269,2022,11,14,15,0,51
1340,-17655537,537904936,196532,269,2022,11,14,15,0,52
1341,-17655631,537904920,196642,269,2022,11,14,15,0,53
1342,-17655586,537904928,196911,269,2022,11,14,15,0,54
1343,-17655538,537904937,196619,269,2022,11,14,15,0,55
1344,-17655682,537904912,196606,269,2022,11,14,15,0,56
1345,-17655794,537904891,196681,269,2022,11,14,15,0,57
1346,-17655886,537904875,196873,269,2022,11,14,15,0,58
1347,-17656154,537904829,196885,269,2022,11,14,15,0,59
1348,-17656042,537904846,196839,269,2022,11,14,15,1,0
1349,-17656169,537904824,196611,269,2022,11,14,15,1,1
1350,-17656437,537904778,196950,269,2022,11,14,15,1,2
1351,-17656622,537904744,196806,269,2022,11,14,15,1,3
1352,-17656894,537904698,196403,269,2022,11,14,15,1,4
1353,-17657043,537904671,196553,269,2022,11,14,15,1,5
1354,-17657129,537904657,196540,269,2022,11,14,15,1,6
1355,-17657395,537904611,196575,269,2022,11,14,15,1,7
1356,-17657485,537904597,196575,9999,2022,11,14,15,1,8
1357,-17657575,537904584,196575,9999,2022,11,14,15,1,9
1358,-17657254,537904630,196576,269,2022,11,14,15,1,10
1359,-17657102,537904652,196581,269,2022,11,14,15,1,11
1360,-17657540,537904570,196473,269,2022,11,14,15,1,12
1361,-17657401,537904589,196467,269,2022,11,14,15,1,13
1362,-17657643,537904542,196508,269,2022,11,14,15,1,14
1363,-17657865,537904501,196627,269,2022,11,14,15,1,15
1364,-17657678,537904529,197222,269,2022,11,14,15,1,16
1365,-17657412,537904573,197297,269,2022,11,14,15,1,17
1366,-17657353,537904578,196898,269,2022,11,14,15,1,18
1367,-17657429,537904560,197012,269,2022,11,14,15,1,19
1368,-17657359,537904571,197156,269,2022,11,14,15,1,20
1369,-17657226,537904590,197116,269,2022,11,14,15,1,21
1370,-17657082,537904612,197114,269,2022,11,14,15,1,22
1371,-17657362,537904564,196415,270,2022,11,14,15,1,23
1372,-17657266,537904580,196635,270,2022,11,14,15,1,24
1373,-17657168,537904595,196742,270,2022,11,14,15,1,25
1374,-17657072,537904615,196742,9999,2022,11,14,15,1,26
1375,-17656976,537904634,196742,9999,2022,11,14,15,1,27
1376,-17656283,537904733,196499,270,2022,11,14,15,1,28
1377,-17656182,537904742,196459,270,2022,11,14,15,1,29
1378,-17656653,537904651,196485,270,2022,11,14,15,1,30
1379,-17656468,537904676,196892,270,2022,11,14,15,1,31
1380,-17656311,537904704,196891,9999,2022,11,14,15,1,32
1381,-17656199,537904715,196960,270,2022,11,14,15,1,33
1382,-17656080,537904728,196925,270,2022,11,14,15,1,34
1383,-17655961,537904750,196925,9999,2022,11,14,15,1,35
1384,-17655843,537904771,196925,9999,2022,11,14,15,1,36
1385,-17655724,537904792,196925,9999,2022,11,14,15,1,37
1386,-17655606,537904814,196925,9999,2022,11,14,15,1,38
1387,-17655487,537904835,196925,9999,2022,11,14,15,1,39
1388,-17655369,537904856,196925,9999,2022,11,14,15,1,40
1389,-17658009,537904388,195699,270,2022,11,14,15,1,42
1390,-17659248,537904179,195602,270,2022,11,14,15,1,43
1391,-17659452,537904147,195597,270,2022,11,14,15,1,44
1392,-17659945,537904074,195505,270,2022,11,14,15,1,45
1393,-17660751,537903959,195468,270,2022,11,14,15,1,46
1394,-17661634,537903826,194856,270,2022,11,14,15,1,47
1395,-17662532,537903683,194867,270,2022,11,14,15,1,48
